Ticker,ApiTicker,RS_Rating,base_break,within_buy_range,volume_up_on_break,pivot,buy_upper,current_price,vol_ratio,high_52w,near_high
FBRX,US:FBRX,95,False,False,False,35.62,37.400999999999996,28.44,2.0718881017782276,35.62,False
FEIM,US:FEIM,95,False,False,False,58.88,61.824000000000005,53.85,1.2673907336920855,61.47,True
FOSL,US:FOSL,95,False,False,False,4.9,5.1450000000000005,4.84,1.0651586825603554,5.0,True
FSLY,US:FSLY,95,False,False,False,20.27,21.2835,18.15,0.905723931641734,20.27,True
GOLD,US:GOLD,95,False,False,False,66.7,70.03500000000001,56.18,0.6802520158770912,66.7,False
GSAT,US:GSAT,95,False,False,False,68.72,72.156,63.44,0.8380014524153184,74.88,False
INTW,US:INTW,95,False,False,False,75.221,78.98205,61.22,0.81381321721962,90.32,False
KLRS,US:KLRS,95,False,False,False,11.215,11.77575,10.63,0.5517874540957806,12.9,False
LRCX,US:LRCX,95,False,False,False,251.87,264.4635,249.48,0.8160438735840472,256.68,True
LWLG,US:LWLG,95,True,False,False,4.11,4.3155,4.4,0.9069129899156145,6.26,False
MBX,US:MBX,95,False,False,False,41.39,43.459500000000006,35.64,0.6602229130837413,44.89,False
MKSI,US:MKSI,95,False,False,False,269.91,283.4055,255.91,0.7679055505562312,269.91,True
NEXA,US:NEXA,95,False,False,False,14.94,15.687,12.16,0.706948320856046,14.94,False
NG,US:NG,95,False,False,False,12.09,12.6945,11.85,0.8592688302556598,12.11,True
NVA,US:NVA,95,False,False,False,11.39,11.9595,7.41,0.7410965937763753,16.28,False
ORKA,US:ORKA,95,False,False,False,36.29,38.1045,35.28,0.6064663060126386,36.53,True
OSS,US:OSS,95,False,False,False,11.09,11.6445,9.05,0.5355607725317305,12.75,False
QTTB,US:QTTB,95,True,True,False,4.7,4.9350000000000005,4.73,0.9988385598141696,6.37,False
SA,US:SA,95,True,True,False,37.66,39.543,37.75,0.4017610244738023,38.51,True
SI=F,US:SI=F,95,False,False,False,121.3,127.36500000000001,90.939,0.30989824236817765,121.3,False
SIFY,US:SIFY,95,False,False,False,16.95,17.7975,16.2,0.5205590924321478,17.85,True
SIL,US:SIL,95,False,False,False,117.04,122.89200000000001,113.27,0.7923720741562832,119.24,True
