Ticker,ApiTicker,RS_Rating,base_break,within_buy_range,volume_up_on_break,pivot,buy_upper,current_price,vol_ratio,high_52w,near_high
CRML,US:CRML,96,False,False,False,21.86,22.953,9.24,0.4940292520711067,32.15,False
EGO,US:EGO,96,False,False,False,51.16,53.717999999999996,47.37,1.430228848986531,51.16,True
EQ,US:EQ,96,False,False,False,1.69,1.7745,1.57,0.3676703994965234,2.35,False
EXK,US:EXK,96,False,False,False,15.15,15.9075,11.75,0.4547300140130309,15.15,False
FET,US:FET,96,True,True,False,49.8,52.29,50.2,1.2684746074865325,50.75,True
FIX,US:FIX,96,False,False,False,1399.0,1468.95,1337.95,0.5337000093222709,1399.0,True
GOLD,US:GOLD,96,False,False,False,66.7,70.03500000000001,60.91,1.2863344590115726,66.7,True
HBM,US:HBM,96,False,False,False,28.74,30.177,26.1,0.8985457892804504,28.74,True
IBRX,US:IBRX,96,False,False,False,8.28,8.693999999999999,5.945,1.2786454765968729,8.28,False
ICHR,US:ICHR,96,False,False,False,48.72,51.156,46.77,1.4763816851144154,48.72,True
IREN,US:IREN,96,False,False,False,63.59,66.76950000000001,42.22,0.7970402734943552,76.87,False
LAR,US:LAR,96,False,False,False,8.8,9.240000000000002,6.91,0.717749163136648,8.8,False
LYEL,US:LYEL,96,False,False,False,27.89,29.2845,25.84,1.0156264942715605,45.0,False
MKSI,US:MKSI,96,False,False,False,266.08,279.384,260.74,1.3000575302033568,266.08,True
MUX,US:MUX,96,False,False,False,29.7,31.185000000000002,25.71,0.7209860762107757,29.7,True
NESR,US:NESR,96,False,False,False,21.6,22.680000000000003,20.83,1.601745645401279,21.6,True
NGD,US:NGD,96,False,False,False,13.63,14.3115,11.06,1.0538299097523405,13.63,False
NMRA,US:NMRA,96,False,False,False,3.465,3.63825,3.2,2.103521546123863,3.465,True
OPEN,US:OPEN,96,False,False,False,6.92,7.266,4.445,0.5567722068935558,10.87,False
OVID,US:OVID,96,False,False,False,1.84,1.9320000000000002,1.42,0.5006391957941431,2.01,False
PGEN,US:PGEN,96,False,False,False,5.1,5.3549999999999995,4.93,0.5710413190183321,5.23,True
POWL,US:POWL,96,False,False,False,612.5,643.125,585.07,0.6644891135243078,612.5,True
PVLA,US:PVLA,96,False,False,False,106.27,111.5835,81.54,0.693775650808232,114.69,False
RLAY,US:RLAY,96,False,False,False,9.32,9.786000000000001,8.93,0.8752496775665828,9.54,True
SIF,US:SIF,96,True,False,True,9.5,9.975,11.0,8.323185259702441,11.0,True
SIFY,US:SIFY,96,False,False,False,15.85,16.642500000000002,15.05,0.2978948762081292,17.85,False
SKYT,US:SKYT,96,False,False,False,36.268,38.0814,29.23,0.41723147080625894,36.268,False
SLS,US:SLS,96,False,False,False,4.84,5.082,3.59,0.2662890589519148,5.18,False
SOXL,US:SOXL,96,False,False,False,71.98,75.57900000000001,64.59,1.0156350566950418,71.98,True
SPHR,US:SPHR,96,False,False,False,117.055,122.90775000000001,115.7,1.8216739345071582,117.5,True
SRZN,US:SRZN,96,False,False,False,25.845,27.13725,24.48,0.4308246519326258,25.845,True
STOK,US:STOK,96,False,False,False,34.47,36.1935,31.91,0.6574537204145826,38.693,False
THAR,US:THAR,96,False,False,False,5.83,6.1215,4.48,0.5315751566187562,9.08,False
TSEM,US:TSEM,96,False,False,False,149.57,157.0485,128.74,0.8161325602388723,149.57,True
TTI,US:TTI,96,False,False,False,12.54,13.167,10.94,0.7575042476873702,12.54,True
TTMI,US:TTMI,96,False,False,False,111.0,116.55000000000001,91.8,0.5376263995566705,111.0,False
TYRA,US:TYRA,96,False,False,False,33.99,35.6895,27.99,0.7508046005688339,33.99,False
VRTL,US:VRTL,96,False,False,False,112.65,118.28250000000001,94.99,0.5829792908990455,112.65,False
WULF,US:WULF,96,False,False,False,17.7,18.585,16.26,1.420096981394436,17.7,True
AEIS,US:AEIS,95,False,False,False,325.69,341.97450000000003,314.27,1.355061241728847,325.69,True
AGCC,US:AGCC,95,False,False,False,12.62,13.251,11.48,1.7108401802279354,14.72,False
ANY,US:ANY,95,False,False,False,3.004,3.1542000000000003,1.35,0.2698457763073017,3.004,False
ASMG,US:ASMG,95,False,False,False,42.6,44.730000000000004,37.468,0.7405760185447243,42.6,True
ASTS,US:ASTS,95,False,False,False,129.89,136.3845,82.51,0.7721656315737051,129.89,False
AU,US:AU,95,False,False,False,115.81,121.60050000000001,109.82,0.5857200460870896,115.81,True
BATL,US:BATL,95,False,False,False,6.89,7.2345,2.54,0.11560999581809997,6.89,False
BELFA,US:BELFA,95,False,False,False,226.0,237.3,215.26,0.899235229851248,226.0,True
BELFB,US:BELFB,95,False,False,False,248.61,261.0405,232.84,0.8484301463477532,248.61,True
CNTB,US:CNTB,95,False,False,False,2.88,3.024,2.6,0.35636616166231105,3.28,False
COHR,US:COHR,95,False,False,False,247.15,259.5075,217.23,0.8225030533756041,247.15,True
DRD,US:DRD,95,False,False,False,39.37,41.338499999999996,35.65,0.6303110010042157,39.37,True
DSGN,US:DSGN,95,False,False,False,10.97,11.518500000000001,10.07,0.47979445809240806,10.97,True
ESPR,US:ESPR,95,False,False,False,3.64,3.8220000000000005,3.43,0.9480004199425154,4.18,False
FLNC,US:FLNC,95,False,False,False,33.51,35.1855,18.46,0.805336837005434,33.51,False
FOSL,US:FOSL,95,False,False,False,4.49,4.7145,3.8,0.40623643466936765,4.49,False
FRGE,US:FRGE,95,False,False,False,44.76,46.998,44.64,1.384582486902598,44.88,True
FTAI,US:FTAI,95,False,False,False,310.0,325.5,279.85,0.5797999829091595,310.0,True
